age,annual_income,credit_score,loan_amount,loan_term_months,employment_years,debt_to_income,existing_loans,savings_balance,home_ownership,education,marital_status,dependents,purpose,loan_approved
27,33588.0,699.0,10838.0,24,1.8,0.374,1,8603.0,Mortgage,Bachelor,Married,1,Home Improvement,0
29,64116.0,754.0,27361.0,24,5.8,0.156,0,28455.0,Rent,Bachelor,Married,2,Debt Consolidation,0
58,36986.0,668.0,18390.0,60,18.3,0.219,2,3371.0,Mortgage,Bachelor,Married,0,Car,1
35,43219.0,638.0,8884.0,48,8.3,0.228,0,9774.0,Rent,Bachelor,Married,0,Education,0
34,75017.0,516.0,42584.0,48,5.8,0.448,1,13440.0,Mortgage,High School,Single,2,Home Improvement,0
62,80949.0,726.0,32108.0,60,18.0,0.125,0,16292.0,Mortgage,Master,Married,1,Car,0
27,45993.0,672.0,,48,4.6,0.463,3,10548.0,Mortgage,High School,Single,1,Business,0
62,99593.0,607.0,63752.0,36,15.8,0.391,1,3721.0,Rent,Master,Single,0,Business,0
62,108066.0,689.0,26433.0,36,25.6,0.32,2,40113.0,Mortgage,High School,Single,1,Debt Consolidation,0
47,123539.0,638.0,71375.0,48,16.2,0.246,1,31324.0,,Bachelor,Married,2,Car,0
28,79938.0,642.0,22931.0,60,5.1,0.25,0,3431.0,Mortgage,Bachelor,Single,1,Business,0
28,119293.0,724.0,75207.0,48,,0.177,1,,Rent,Bachelor,Single,1,Debt Consolidation,0
33,25137.0,584.0,17633.0,48,11.6,0.265,1,3942.0,Rent,High School,Married,0,,0
46,53226.0,755.0,4058.0,60,15.1,0.322,4,9950.0,,Bachelor,Single,1,Car,0
27,40894.0,579.0,5688.0,60,4.2,0.295,0,16877.0,Rent,High School,Divorced,2,Car,0
41,65652.0,632.0,14593.0,60,14.1,0.216,1,13667.0,Mortgage,Bachelor,Single,1,Debt Consolidation,0
26,47127.0,818.0,16463.0,12,,0.198,0,9010.0,Rent,Master,Single,2,,1
45,57247.0,761.0,11679.0,60,20.1,0.167,0,3552.0,Rent,Bachelor,Divorced,1,Car,0
21,153021.0,687.0,99140.0,48,1.4,0.101,1,9689.0,Mortgage,Bachelor,Married,0,Home Improvement,1
52,57149.0,612.0,24251.0,12,,0.302,1,6244.0,Mortgage,Bachelor,Married,1,Medical,0
23,75623.0,642.0,57616.0,48,0.5,0.141,1,11160.0,Rent,Bachelor,Married,0,Business,0
29,55459.0,685.0,21000.0,60,4.8,0.184,3,535.0,Own,Master,Single,0,Debt Consolidation,0
28,64295.0,683.0,14537.0,48,5.5,0.078,2,12444.0,Mortgage,Bachelor,Married,3,Business,0
58,62179.0,673.0,3000.0,60,22.9,0.128,1,11743.0,Own,Doctorate,Married,2,Debt Consolidation,1
23,76886.0,678.0,42532.0,36,1.6,0.171,0,33244.0,Rent,Master,Married,1,Debt Consolidation,0
40,108471.0,665.0,16713.0,24,16.2,0.049,0,0.0,Own,Bachelor,Single,2,Education,0
47,,576.0,23990.0,36,12.3,0.371,0,0.0,Own,Bachelor,Single,0,Car,0
44,71934.0,,,36,17.3,,0,7630.0,Rent,Bachelor,Single,2,Debt Consolidation,0
51,82279.0,746.0,60971.0,60,9.5,0.251,4,,Mortgage,Master,Married,0,Medical,0
57,35685.0,581.0,9321.0,60,,0.101,0,11827.0,Mortgage,High School,Single,3,Education,0
38,59439.0,666.0,25034.0,60,8.1,0.231,1,15622.0,Mortgage,High School,Divorced,1,Home Improvement,0
58,97366.0,621.0,36535.0,24,13.0,0.294,3,14695.0,Mortgage,High School,Single,0,Debt Consolidation,0
35,93953.0,688.0,54249.0,36,4.3,0.226,1,17319.0,Other,Master,Married,1,Debt Consolidation,0
65,68628.0,652.0,16293.0,24,24.5,0.333,0,19382.0,Mortgage,Master,Single,0,Home Improvement,0
43,94879.0,786.0,16540.0,60,12.6,0.403,0,15239.0,Other,High School,Married,0,Business,1
54,78469.0,716.0,49503.0,36,15.8,0.107,0,27909.0,Own,Bachelor,Married,0,Home Improvement,0
60,110309.0,586.0,37804.0,48,22.1,0.251,2,13083.0,Own,Master,Married,2,Car,0
56,71238.0,728.0,45503.0,60,19.8,0.499,2,11146.0,Mortgage,Doctorate,Single,0,Car,0
59,52269.0,624.0,8800.0,48,26.6,0.103,2,12354.0,Mortgage,High School,Married,1,Education,1
45,72845.0,638.0,23764.0,36,16.7,0.134,2,14514.0,Own,Bachelor,Single,1,Car,0
22,18000.0,703.0,3000.0,36,0.1,0.169,1,0.0,Mortgage,Bachelor,Married,2,Debt Consolidation,0
43,74509.0,645.0,27335.0,48,9.0,0.182,2,14977.0,Rent,Bachelor,Married,0,Debt Consolidation,0
29,18000.0,744.0,8668.0,48,3.8,0.151,2,4221.0,Mortgage,High School,Single,0,Medical,0
61,,624.0,17509.0,24,26.7,0.32,1,3167.0,Rent,,Married,2,Business,0
31,77014.0,635.0,3000.0,60,3.1,,2,10745.0,Other,Master,Married,1,Business,0
31,77972.0,633.0,65783.0,48,5.4,0.402,1,12768.0,Mortgage,Bachelor,Single,2,Education,0
32,35487.0,639.0,19754.0,36,8.0,0.276,0,9732.0,Mortgage,High School,Single,1,Car,0
49,44050.0,759.0,3000.0,24,,0.483,1,0.0,Rent,Bachelor,Married,1,Home Improvement,0
46,119701.0,,14914.0,36,14.4,0.113,2,34672.0,Mortgage,High School,Married,0,Debt Consolidation,0
63,49146.0,803.0,18291.0,36,25.2,0.41,3,6329.0,Rent,Bachelor,Married,0,Education,0
39,181951.0,830.0,47272.0,36,6.7,0.09,0,41858.0,Mortgage,Bachelor,Married,1,Debt Consolidation,0
33,61943.0,,12513.0,48,7.6,0.169,0,3127.0,Mortgage,High School,Single,0,,0
23,75414.0,685.0,55992.0,36,2.3,0.322,1,642.0,Mortgage,High School,Single,0,Medical,0
21,134725.0,595.0,66611.0,60,3.0,0.209,0,22709.0,Rent,Master,Single,0,Car,0
37,66025.0,624.0,3078.0,72,11.6,0.226,1,42094.0,Mortgage,Master,Single,0,Home Improvement,0
62,38321.0,635.0,4661.0,24,15.7,0.186,3,9590.0,Mortgage,High School,Single,0,Home Improvement,0
44,58819.0,604.0,26188.0,24,14.5,0.141,2,28541.0,Own,Bachelor,Single,0,Debt Consolidation,0
61,60949.0,604.0,53777.0,60,20.8,0.288,2,10252.0,Own,High School,Married,2,Debt Consolidation,0
25,32203.0,670.0,7403.0,72,3.4,0.109,1,,Mortgage,Master,Married,0,Debt Consolidation,0
25,54835.0,,44136.0,60,4.0,,0,5052.0,Rent,Master,Single,0,Debt Consolidation,0
58,43418.0,741.0,34857.0,12,19.3,0.239,2,6403.0,Rent,Bachelor,Married,1,Education,0
25,,614.0,21641.0,36,2.9,0.36,2,13260.0,Own,Bachelor,Single,2,Car,0
23,63039.0,830.0,5864.0,12,1.8,0.184,4,15993.0,Other,Bachelor,Single,0,Car,0
39,54130.0,648.0,34560.0,60,12.0,0.412,1,10938.0,Rent,High School,Divorced,2,Car,0
62,58919.0,685.0,42587.0,48,16.4,0.148,0,3651.0,Mortgage,Bachelor,Married,1,Car,0
52,69009.0,587.0,27043.0,48,22.2,0.451,1,29781.0,Mortgage,,Single,1,Home Improvement,0
25,83363.0,803.0,36766.0,48,0.0,0.256,2,31898.0,Rent,Bachelor,Single,1,Debt Consolidation,0
58,38370.0,761.0,24942.0,36,26.7,0.189,3,11153.0,Other,Bachelor,Married,1,Car,1
58,37606.0,701.0,8159.0,48,26.5,0.175,1,9212.0,Own,High School,Single,2,Car,0
57,105360.0,583.0,49049.0,12,26.1,0.274,1,21323.0,Other,Bachelor,Divorced,1,Car,0
61,50867.0,695.0,13050.0,48,18.4,0.246,2,22359.0,Rent,Master,Married,1,Home Improvement,0
31,31408.0,599.0,20635.0,60,7.6,0.168,2,2556.0,Mortgage,Bachelor,Single,1,Car,1
65,76720.0,785.0,16634.0,48,,0.403,3,17512.0,Own,Bachelor,Married,2,Car,0
35,77444.0,738.0,46619.0,36,8.0,0.155,0,14267.0,Mortgage,Master,Married,1,Home Improvement,1
57,29737.0,687.0,3000.0,60,19.8,0.105,0,3811.0,Mortgage,High School,Married,0,Business,0
47,69220.0,505.0,14986.0,60,14.1,0.122,1,16090.0,Mortgage,Bachelor,Divorced,1,Home Improvement,0
56,88254.0,609.0,69967.0,24,14.2,,3,27964.0,Rent,Bachelor,Divorced,2,Car,0
49,74206.0,730.0,36520.0,24,12.9,0.227,1,10417.0,Mortgage,High School,Single,0,Education,0
49,83972.0,767.0,20816.0,48,10.3,0.185,1,6476.0,Own,Doctorate,Single,1,Home Improvement,0
48,31598.0,760.0,7105.0,36,16.1,0.277,1,11009.0,Rent,Bachelor,Single,2,Medical,1
56,72678.0,565.0,39464.0,24,26.5,0.247,2,15900.0,Rent,Bachelor,Married,1,Education,0
54,53618.0,702.0,43826.0,24,20.4,0.46,0,12973.0,Mortgage,High School,Married,3,,0
27,49175.0,753.0,3000.0,24,0.4,0.08,2,3765.0,Mortgage,Doctorate,Single,3,Business,0
58,94161.0,561.0,12324.0,36,17.1,0.413,0,7931.0,Rent,Master,Divorced,1,,0
45,126114.0,679.0,33935.0,48,12.2,0.259,0,34487.0,Rent,High School,Single,0,,0
35,146706.0,700.0,111880.0,24,6.2,0.092,1,16165.0,Mortgage,Bachelor,Married,4,Education,1
44,116541.0,658.0,52080.0,60,15.4,0.242,2,23438.0,Rent,High School,Married,3,Home Improvement,0
64,58819.0,547.0,,36,20.1,0.223,1,22247.0,Mortgage,Master,Single,2,Debt Consolidation,0
59,73438.0,657.0,28801.0,36,25.0,0.244,1,14783.0,Mortgage,,Single,1,Car,0
58,89587.0,656.0,31450.0,36,23.7,0.097,2,8479.0,Mortgage,High School,Single,0,Debt Consolidation,0
41,65713.0,669.0,31959.0,60,11.6,0.445,2,13695.0,Mortgage,Bachelor,Divorced,3,Home Improvement,0
56,66016.0,639.0,29119.0,72,26.3,0.421,0,30953.0,Mortgage,Master,Single,0,Education,0
38,92069.0,648.0,44961.0,36,8.8,0.149,2,17282.0,Mortgage,Bachelor,Married,4,Home Improvement,0
51,60261.0,677.0,24814.0,12,26.2,0.327,2,0.0,Mortgage,High School,Married,1,Home Improvement,0
49,43688.0,712.0,22226.0,36,17.7,,0,3787.0,Mortgage,Doctorate,Married,2,Debt Consolidation,0
32,50815.0,658.0,24432.0,24,7.7,0.214,2,4935.0,Mortgage,High School,Divorced,2,Medical,0
32,84050.0,651.0,49391.0,60,8.0,0.232,4,26342.0,Mortgage,Bachelor,Married,0,Home Improvement,0
23,62089.0,687.0,40954.0,24,,0.274,2,15669.0,Mortgage,Bachelor,Married,3,Car,0
27,72998.0,542.0,19735.0,72,,0.136,0,,Mortgage,High School,Married,1,Debt Consolidation,0
40,85522.0,714.0,48675.0,48,7.1,0.417,1,22899.0,Rent,High School,Single,0,Education,0
42,51791.0,680.0,36072.0,48,14.0,0.235,2,2847.0,Mortgage,High School,Single,0,Medical,0
28,89133.0,683.0,20409.0,60,2.6,0.282,2,11304.0,Rent,High School,Single,1,Education,0
39,74365.0,,3000.0,12,6.5,0.23,0,,Own,Bachelor,Married,0,Medical,1
48,34275.0,539.0,21338.0,60,19.1,0.196,1,916.0,Mortgage,Master,Single,0,Medical,0
31,123896.0,538.0,53906.0,24,3.2,0.293,1,19702.0,Rent,High School,Married,1,Car,0
36,48753.0,700.0,10290.0,60,10.2,0.245,3,4415.0,Mortgage,Master,Single,0,Medical,0
37,28014.0,679.0,9546.0,48,7.6,0.427,2,4500.0,Rent,Bachelor,Married,3,Education,0
43,37544.0,692.0,6004.0,12,8.1,0.323,3,12348.0,Own,High School,Married,3,Car,0
37,37979.0,647.0,17710.0,60,11.1,0.461,2,4966.0,Own,Bachelor,Married,0,Debt Consolidation,0
54,63572.0,728.0,41247.0,12,,0.495,1,15286.0,Own,High School,Divorced,0,Home Improvement,0
35,54363.0,747.0,4344.0,24,6.4,0.124,0,27260.0,Mortgage,Bachelor,Single,0,Car,0
40,52744.0,715.0,,60,9.6,0.24,2,2486.0,Own,Bachelor,Single,2,Debt Consolidation,0
38,83479.0,661.0,19607.0,36,11.4,0.138,1,5663.0,Mortgage,Bachelor,Married,2,Debt Consolidation,1
29,72987.0,528.0,33196.0,60,4.3,0.184,5,6607.0,Own,Master,Single,0,Home Improvement,0
51,72156.0,735.0,35132.0,48,24.7,0.295,1,22896.0,Rent,High School,Married,1,Debt Consolidation,0
31,75479.0,768.0,41137.0,48,0.8,0.184,1,17226.0,Own,Master,Married,0,Car,1
34,83336.0,726.0,44014.0,36,5.4,0.142,1,10875.0,Mortgage,High School,Single,1,Debt Consolidation,0
56,22541.0,617.0,,24,21.0,0.273,1,10280.0,Rent,High School,Divorced,1,Education,0
63,52050.0,729.0,10765.0,72,29.7,0.275,4,11346.0,Other,High School,Single,1,Debt Consolidation,0
51,21772.0,742.0,,24,17.5,0.182,2,0.0,Mortgage,Master,Married,1,Home Improvement,0
62,63082.0,792.0,37342.0,48,21.6,0.168,1,15043.0,Own,Bachelor,Single,1,Home Improvement,1
59,61862.0,617.0,23429.0,36,17.0,0.316,1,12365.0,Rent,Doctorate,Married,3,Debt Consolidation,0
42,102411.0,,36458.0,36,8.8,0.238,0,3115.0,Mortgage,Master,Single,2,Car,0
55,109640.0,734.0,,48,19.8,0.16,2,0.0,Mortgage,Bachelor,Divorced,3,Car,1
35,68338.0,684.0,26267.0,60,7.2,0.173,0,0.0,Rent,Master,Divorced,0,Education,0
41,48762.0,600.0,25305.0,60,12.1,0.544,0,805.0,Own,Doctorate,Married,0,Medical,0
45,78258.0,710.0,51396.0,60,16.6,,3,22425.0,Mortgage,Master,Married,2,Car,0
64,48122.0,722.0,16307.0,36,21.9,0.172,3,4623.0,Rent,Bachelor,Married,0,Medical,1
59,61959.0,686.0,40999.0,36,28.9,0.267,2,4389.0,Mortgage,Master,Married,1,Home Improvement,0
43,99532.0,696.0,71950.0,12,16.4,0.322,0,5117.0,Rent,High School,Married,2,Debt Consolidation,1
50,47437.0,661.0,7628.0,60,,0.177,0,6483.0,Own,Master,Married,1,Business,1
30,91273.0,786.0,9300.0,36,5.5,0.285,2,24171.0,Own,Doctorate,Married,2,Education,0
57,85823.0,615.0,14072.0,48,17.0,0.086,0,23392.0,Mortgage,Bachelor,Married,1,Medical,0
45,39206.0,638.0,11455.0,24,18.5,0.132,3,18189.0,Mortgage,High School,Single,2,Education,0
44,98949.0,681.0,,60,8.6,0.274,4,39603.0,Mortgage,High School,Divorced,3,Car,0
55,,743.0,61413.0,60,27.8,0.425,2,7560.0,Rent,Doctorate,Single,0,Debt Consolidation,0
49,65109.0,572.0,18009.0,60,13.8,0.172,2,22690.0,Own,Master,Single,0,Business,0
24,43001.0,586.0,3722.0,12,2.5,0.227,2,1155.0,Rent,Master,Divorced,2,Debt Consolidation,0
33,41047.0,533.0,28402.0,72,10.4,0.398,1,6590.0,Mortgage,Doctorate,Single,2,Business,0
28,47897.0,682.0,5841.0,36,7.4,0.236,1,4641.0,Rent,Bachelor,Single,2,Education,1
54,80445.0,599.0,51938.0,36,26.1,0.179,2,4152.0,Mortgage,Master,Married,1,Debt Consolidation,0
22,39190.0,652.0,11803.0,36,0.0,0.541,2,16042.0,Own,High School,Married,4,Car,0
30,76488.0,728.0,26179.0,36,9.5,0.173,1,36667.0,Rent,High School,Single,1,Business,0
47,34161.0,634.0,10555.0,48,10.4,0.259,1,5068.0,Rent,Bachelor,Married,0,Medical,0
52,,697.0,48389.0,36,22.5,0.223,0,29269.0,Rent,Bachelor,Single,1,Home Improvement,0
43,65351.0,658.0,44478.0,36,5.5,0.271,0,8949.0,Rent,Bachelor,Married,0,Debt Consolidation,0
59,200497.0,728.0,68039.0,48,21.1,0.178,1,54276.0,Mortgage,,Single,2,Medical,1
62,32009.0,714.0,11265.0,60,29.1,0.091,2,7909.0,Own,High School,Single,1,Business,0
26,125675.0,630.0,52022.0,60,3.5,0.438,0,45301.0,Mortgage,Master,Divorced,2,Debt Consolidation,0
63,66624.0,668.0,22006.0,48,24.2,0.47,1,20066.0,Rent,,Married,1,Debt Consolidation,0
48,75528.0,755.0,,24,18.0,0.258,1,30804.0,Mortgage,Master,Married,0,Medical,1
49,65624.0,708.0,8820.0,60,24.0,0.165,0,12000.0,Own,High School,Divorced,1,Education,1
25,76754.0,579.0,44426.0,12,2.8,0.329,0,13088.0,Mortgage,Master,Divorced,3,Debt Consolidation,0
48,57591.0,727.0,5337.0,36,15.3,0.132,0,38473.0,Rent,Bachelor,Married,1,Car,0
53,124596.0,602.0,60990.0,12,23.3,0.319,1,51320.0,Own,Bachelor,Single,2,Car,0
47,49801.0,782.0,27241.0,48,14.0,0.149,1,36318.0,Rent,High School,Married,0,Business,0
24,106763.0,754.0,48150.0,36,0.6,0.229,2,3569.0,Own,High School,Married,1,Business,0
44,45506.0,701.0,7152.0,48,13.9,0.091,1,8929.0,Own,Bachelor,Single,2,Business,0
63,60233.0,691.0,39658.0,36,35.0,0.29,1,7257.0,Own,High School,Single,0,Car,0
53,37062.0,665.0,13374.0,36,13.7,0.187,1,13190.0,Rent,High School,Single,2,Home Improvement,1
27,77134.0,729.0,14219.0,36,2.7,0.152,3,14563.0,Rent,Master,Married,1,Business,0
64,124064.0,653.0,87891.0,12,14.6,0.382,2,30607.0,Own,High School,Married,0,Car,0
64,59740.0,697.0,17074.0,36,33.1,0.217,1,9482.0,Mortgage,High School,Married,1,Education,0
28,56409.0,743.0,18655.0,48,7.0,0.154,1,14765.0,Mortgage,Bachelor,Single,3,Home Improvement,0
57,36311.0,640.0,4426.0,48,22.2,0.193,2,4093.0,Mortgage,Bachelor,Single,0,Debt Consolidation,0
39,55538.0,636.0,32827.0,12,17.2,0.347,3,8125.0,,Bachelor,Married,0,Education,0
47,28864.0,594.0,4278.0,48,7.5,0.347,0,4903.0,,Bachelor,Married,1,Home Improvement,0
41,40003.0,603.0,14276.0,36,12.5,0.182,5,8939.0,Other,Bachelor,Married,1,Education,0
56,69130.0,548.0,6524.0,12,18.4,0.535,2,10047.0,Mortgage,Bachelor,Married,1,Car,0
65,116776.0,733.0,38986.0,24,30.9,0.268,0,61900.0,Mortgage,Bachelor,Married,0,Debt Consolidation,1
56,238783.0,810.0,52104.0,36,19.4,0.18,2,41271.0,Other,High School,Married,2,,0
62,46786.0,783.0,26162.0,36,22.1,0.291,3,6167.0,Mortgage,Master,Married,2,Medical,0
63,123480.0,563.0,77755.0,60,,0.135,1,39895.0,Rent,Bachelor,Single,1,Education,0
25,69695.0,732.0,43781.0,36,0.1,0.189,0,20628.0,Mortgage,Master,Divorced,0,Home Improvement,1
32,,782.0,20991.0,60,5.0,0.268,0,16392.0,Rent,Bachelor,Married,1,Car,1
53,76308.0,647.0,13802.0,36,14.2,0.359,0,16962.0,Rent,Bachelor,Married,1,Business,0
47,63870.0,687.0,51912.0,48,17.8,0.152,0,6895.0,Mortgage,Bachelor,Single,1,Education,0
23,65374.0,535.0,23153.0,60,4.2,0.1,2,11536.0,Rent,Master,Married,1,Education,0
25,50965.0,699.0,3000.0,36,,0.214,4,19807.0,Rent,Bachelor,Single,0,Home Improvement,0
44,31691.0,603.0,16249.0,12,14.0,0.319,4,4746.0,Mortgage,Bachelor,Married,1,Business,0
48,29553.0,694.0,13643.0,48,18.1,0.317,2,5105.0,Rent,Master,Married,2,Debt Consolidation,0
28,84834.0,568.0,59381.0,72,0.4,0.14,0,26942.0,Mortgage,Bachelor,Married,1,Car,0
28,54289.0,719.0,30375.0,72,2.7,0.274,0,10678.0,Rent,Bachelor,Single,5,Medical,0
26,46573.0,754.0,42053.0,36,5.0,0.283,0,8219.0,Mortgage,High School,Divorced,0,Education,0
46,,624.0,,60,11.9,0.439,1,23765.0,Own,High School,Single,0,Debt Consolidation,0
21,90804.0,598.0,37664.0,36,0.0,0.309,1,7349.0,Rent,Master,Married,1,Business,0
46,67607.0,525.0,,24,17.9,0.149,1,8257.0,Own,High School,Single,1,Debt Consolidation,0
42,45251.0,661.0,9567.0,48,8.5,0.149,2,9184.0,Rent,High School,Single,1,Debt Consolidation,0
41,111693.0,638.0,46207.0,48,7.4,0.154,4,3562.0,Rent,High School,Divorced,0,Education,0
51,132309.0,,68885.0,48,24.2,0.229,1,25082.0,Rent,Doctorate,Single,2,Home Improvement,0
44,78612.0,713.0,55911.0,60,9.9,0.474,1,15256.0,Rent,Bachelor,Divorced,0,Debt Consolidation,0
53,98938.0,648.0,46644.0,36,21.2,0.13,0,35569.0,Rent,Bachelor,Single,1,Debt Consolidation,0
55,112536.0,603.0,28697.0,48,19.2,0.214,0,42137.0,Own,Master,Married,1,Home Improvement,0
62,,640.0,34428.0,36,30.7,0.059,2,14555.0,Own,Bachelor,Single,0,Education,1
56,83254.0,757.0,37437.0,12,18.1,,1,10331.0,Other,Master,Married,2,Car,0
44,82627.0,,14527.0,36,11.7,,1,14386.0,Own,Master,Divorced,0,Car,0
43,79565.0,671.0,33392.0,72,14.8,0.255,0,33248.0,Mortgage,Bachelor,Married,3,Business,0
31,36613.0,725.0,3000.0,36,5.1,0.15,3,0.0,Rent,Master,Single,1,Car,0
47,86789.0,596.0,24621.0,24,12.3,0.11,2,16681.0,Rent,Doctorate,Married,2,Debt Consolidation,1
27,32341.0,682.0,7724.0,60,4.2,0.192,1,4604.0,Mortgage,High School,Married,0,Home Improvement,0
62,42340.0,691.0,20268.0,72,29.3,0.421,1,5906.0,Own,High School,Single,0,Debt Consolidation,0
59,115914.0,646.0,50677.0,60,,0.277,1,11777.0,Rent,Master,Married,0,Business,0
26,92799.0,711.0,20145.0,48,1.8,0.058,2,20518.0,Rent,Bachelor,Married,1,Debt Consolidation,0
56,126607.0,624.0,87384.0,36,24.2,0.339,0,13862.0,Mortgage,Bachelor,Married,0,Debt Consolidation,0
26,54420.0,717.0,10409.0,48,4.2,0.252,1,6809.0,Own,High School,Single,1,Home Improvement,1
53,35661.0,720.0,34606.0,60,24.1,0.211,2,6502.0,Mortgage,Master,Married,1,Home Improvement,1
24,55242.0,470.0,7849.0,60,1.9,0.073,1,14262.0,Mortgage,Master,Divorced,3,Debt Consolidation,0
42,65112.0,766.0,31945.0,60,14.3,0.396,1,21805.0,Mortgage,Doctorate,Married,2,Debt Consolidation,0
50,64396.0,461.0,20725.0,36,20.8,0.254,3,15855.0,Rent,Bachelor,Married,2,Debt Consolidation,0
53,106837.0,,34879.0,24,24.0,0.038,4,10795.0,Mortgage,Doctorate,Divorced,1,Debt Consolidation,0
39,52129.0,754.0,14836.0,48,8.3,0.27,5,0.0,Own,Bachelor,Single,1,Home Improvement,0
62,73414.0,657.0,37043.0,24,19.7,0.117,4,0.0,Mortgage,Bachelor,Single,0,Home Improvement,0
55,,574.0,20066.0,12,15.7,0.113,1,9461.0,Mortgage,Bachelor,Married,1,Business,0
30,76960.0,601.0,24135.0,36,8.2,0.134,4,3562.0,Rent,Bachelor,Married,1,Medical,0
51,62093.0,754.0,11210.0,48,14.1,0.349,0,17379.0,Rent,Bachelor,Divorced,4,Debt Consolidation,0
53,43260.0,542.0,30276.0,60,21.2,0.325,5,19886.0,Rent,High School,Married,1,Medical,0
36,55364.0,761.0,37719.0,60,14.2,0.246,2,18927.0,Rent,Bachelor,Single,0,,0
54,56754.0,676.0,4873.0,60,25.9,0.15,0,6515.0,Rent,Master,Single,1,Debt Consolidation,0
61,,594.0,24773.0,60,17.8,0.297,0,19883.0,Mortgage,High School,Single,1,Home Improvement,0
57,145093.0,638.0,49661.0,60,26.6,0.216,0,19678.0,Own,Master,Divorced,1,Business,0
55,59138.0,607.0,48554.0,12,23.4,0.257,1,2635.0,Mortgage,Bachelor,Single,0,Home Improvement,0
49,55150.0,,21251.0,48,11.4,0.309,1,16698.0,Mortgage,High School,Married,0,Education,0
33,22654.0,733.0,13005.0,24,5.5,0.277,2,10094.0,Other,Bachelor,Married,1,Debt Consolidation,0
56,40363.0,556.0,3000.0,12,16.6,0.22,0,3877.0,Other,High School,Single,0,Home Improvement,0
37,54645.0,651.0,31351.0,24,12.4,0.135,4,8607.0,Rent,Doctorate,Single,0,Home Improvement,0
44,44609.0,618.0,14139.0,60,14.1,0.094,1,5512.0,Rent,Doctorate,Married,2,Debt Consolidation,0
35,120344.0,773.0,68365.0,60,5.9,0.229,1,41790.0,Rent,Bachelor,Single,2,Business,0
35,57281.0,583.0,43981.0,72,6.6,0.146,1,4963.0,Own,Bachelor,Divorced,0,Car,0
28,115075.0,796.0,86165.0,72,2.7,0.284,1,42244.0,Rent,High School,Divorced,2,Debt Consolidation,0
64,63864.0,678.0,3000.0,60,17.1,0.153,1,21876.0,Rent,Master,Single,4,Education,0
27,63118.0,596.0,,24,5.1,0.075,1,15053.0,Mortgage,High School,Married,1,Education,1
24,59413.0,631.0,15925.0,60,0.1,0.192,1,16902.0,Mortgage,Master,Single,1,Debt Consolidation,1
63,62113.0,622.0,44104.0,60,18.9,0.146,2,6240.0,Mortgage,Doctorate,Single,0,Medical,0
45,141480.0,588.0,104390.0,60,15.2,0.351,0,22348.0,Own,High School,Single,1,Debt Consolidation,0
40,20363.0,687.0,5813.0,24,9.4,0.194,0,10187.0,Mortgage,Bachelor,Married,2,Debt Consolidation,1
54,23722.0,592.0,15630.0,24,17.7,0.308,1,9817.0,Own,Bachelor,Married,0,Business,0
38,47771.0,523.0,3068.0,72,16.2,0.067,2,20585.0,Rent,Bachelor,Single,1,Debt Consolidation,1
26,62434.0,653.0,29411.0,24,3.4,0.236,1,830.0,Own,High School,Married,3,Car,0
53,86348.0,550.0,9651.0,36,20.6,0.132,0,13913.0,Mortgage,Master,Married,3,Debt Consolidation,0
28,77806.0,626.0,41658.0,36,0.0,0.163,1,2988.0,Rent,High School,Married,0,,0
45,51557.0,615.0,16326.0,24,16.2,0.253,0,0.0,Other,Master,Married,1,Car,0
63,101117.0,617.0,26036.0,12,36.5,0.158,3,22495.0,Own,Bachelor,Married,3,Medical,1
63,101659.0,824.0,57370.0,72,30.3,0.065,2,6352.0,Own,Bachelor,Married,1,Debt Consolidation,0
37,67727.0,684.0,29951.0,60,12.4,0.056,1,14983.0,Own,Master,Single,1,Car,0
56,98417.0,698.0,,60,22.8,0.215,2,11603.0,Mortgage,Master,Married,1,Education,0
48,70669.0,552.0,,36,14.7,0.346,1,20855.0,Rent,Bachelor,Single,2,Medical,0
42,47353.0,633.0,25461.0,36,,0.367,0,17809.0,Rent,Bachelor,Married,2,Education,0
27,86668.0,696.0,33488.0,36,6.1,0.372,1,14878.0,Own,Bachelor,Married,0,Debt Consolidation,0
37,65381.0,606.0,13120.0,36,,0.183,1,8967.0,Own,Bachelor,Single,2,Car,0
50,62040.0,745.0,23915.0,12,18.3,0.563,4,14266.0,Other,Doctorate,Single,0,Debt Consolidation,0
65,125732.0,,38207.0,60,15.0,0.406,1,40839.0,Own,High School,Married,5,Debt Consolidation,0
21,19120.0,659.0,10629.0,72,0.4,0.429,1,7221.0,Mortgage,Bachelor,Married,0,,0
53,31395.0,638.0,3000.0,48,13.6,0.17,3,12721.0,Rent,Master,Married,3,Medical,0
59,35070.0,692.0,5185.0,36,17.2,0.32,1,5690.0,Rent,Bachelor,Married,2,Car,0
63,52079.0,634.0,9819.0,36,21.7,0.211,1,29092.0,Mortgage,Master,Single,4,Car,0
40,54868.0,660.0,9788.0,24,12.4,0.158,3,1550.0,Own,High School,Single,1,Medical,0
26,30073.0,663.0,17483.0,36,0.9,0.479,1,0.0,Rent,High School,Married,5,Home Improvement,0
33,38639.0,627.0,16099.0,48,8.3,0.14,0,17143.0,Own,Bachelor,Married,1,Debt Consolidation,0
59,41015.0,715.0,39477.0,36,16.2,0.187,2,370.0,Mortgage,Bachelor,Married,2,Medical,0
60,201683.0,697.0,127176.0,48,27.5,0.282,2,50613.0,Rent,Master,Single,0,Car,0
